System,teff,teffuerr,tefflerr,Pflag,lambdadeg,lambdadeguerr,lambdadeglerr,psi,psiuerr,psilerr,Author_string,Ephemeris_Url,normalized_lambdadeg,normalized_lambdauerr,normalized_lambdalerr,Albrecht2022_Excluded_Flag,BinaryMultiStarFlag,TIC,SOCatflag,Method,pl_orbper,pl_orbperuerr,pl_orbperlerr,pl_orbeccen,pl_orbeccenuerr,pl_orbeccenlerr,pl_orbsmax,pl_orbsmaxuerr,pl_orbsmaxlerr,pl_orbincl,pl_orbincluerr,pl_orbincllerr,pl_bmassj,pl_bmassjuerr,pl_bmassjlerr,pl_radj,pl_radjuerr,pl_radjlerr,pl_ratror,pl_ratroruerr,pl_ratrorlerr,pl_ratdor,pl_ratdoruerr,pl_ratdorlerr,pl_imppar,pl_impparuerr,pl_impparlerr,pl_trandur,pl_tranduruerr,pl_trandurlerr,st_mass,st_massuerr,st_masslerr,st_vsin,st_vsinuerr,st_vsinlerr,st_rad,st_raduerr,st_radlerr,st_met,st_metuerr,st_metlerr,st_logg,st_logguerr,st_logglerr,st_age,st_ageuerr,st_agelerr
KELT-03,6306,50,49,y,-5.0,4.0,4.0,-999.0,-999.0,-999.0,Knudstrup_et_al._(2024),https://ui.adsabs.harvard.edu/abs/2024A%26A...690A.379K,5.0,4.0,4.0,0,NG,TIC 67666096,y,RM,2.70339,1e-05,1e-05,0.0,,,0.04123,0.00066,0.00066,84.14,0.57,0.57,1.94,0.33,0.33,1.56,0.11,0.11,0.0939,0.0011,0.0011,6.0,0.27,0.27,0.606,0.037,0.046,3.1512,0.0384,0.0384,1.96,0.5,0.5,7.2,0.4,0.4,1.7,0.12,0.12,0.05,,,4.2,0.03,0.03,3.0,0.2,0.2
KELT-04,6206,75,75,y,80.0,25.0,22.0,-999.0,-999.0,-999.0,Knudstrup_et_al._(2024),https://ui.adsabs.harvard.edu/abs/2024A%26A...690A.379K,80.0,25.0,22.0,0,SNG,TIC 165297570,y,RM,2.9895932,4.9e-06,4.9e-06,0.0,,,0.04317,0.00079,0.00074,83.16,0.22,0.21,0.902,0.06,0.059,1.699,0.046,0.045,0.10893,0.00054,0.00054,5.792,0.086,0.082,0.689,0.011,0.012,3.46272,0.02016,0.01992,1.201,0.067,0.061,6.0,1.2,1.2,1.603,0.039,0.038,-0.116,0.065,0.069,4.108,0.014,0.014,4.44,0.78,0.89
KELT-06,6246,88,88,y,-36.0,11.0,11.0,-999.0,-999.0,-999.0,Damasso_et_al._(2015),https://ui.adsabs.harvard.edu/abs/2015A%26A...581L...6D,36.0,11.0,11.0,0,,TIC 165987272,y,RM,7.8457,0.0002,0.0002,0.22,0.11,0.11,0.07939,0.001,0.00099,88.81,0.85,0.85,0.52,0.12,0.12,1.3,0.09,0.09,0.0764,0.0008,0.0008,10.83,0.89,0.89,0.43,0.07,0.07,5.83,0.07,0.07,1.42,0.46,0.46,4.53,0.26,0.26,1.73,0.12,0.12,-0.28,,,4.07,0.06,0.06,6.1,0.2,0.2
KELT-07,6699,24,24,n,9.7,5.2,5.2,-999.0,-999.0,-999.0,Bieryla_et_al._(2015),https://ui.adsabs.harvard.edu/abs/2015AJ....150...12B,9.7,5.2,5.2,0,,TIC 367366318,n,RM,2.73477,4e-06,4e-06,0.0,,,0.04415,0.00062,0.00052,83.76,0.38,0.38,1.39,0.22,0.22,1.6,0.06,0.06,0.0922,0.0004,0.0004,5.5,0.17,0.17,0.593,0.017,0.017,3.5112,0.02328,0.02208,1.76,0.25,0.25,69.3,0.2,0.2,1.81,0.07,0.07,0.0,,,4.5,,,1.3,0.2,0.2
KELT-07,6699,24,24,n,2.7,0.6,0.6,-999.0,-999.0,-999.0,Zhou_et_al._(2016),https://ui.adsabs.harvard.edu/abs/2016MNRAS.460.3376Z,2.7,0.6,0.6,0,,TIC 367366318,n,DT,2.73477,4e-06,4e-06,0.0,,,0.04415,0.00062,0.00052,83.76,0.38,0.38,1.39,0.22,0.22,1.6,0.06,0.06,0.0922,0.0004,0.0004,5.5,0.17,0.17,0.593,0.017,0.017,3.5112,0.02328,0.02208,1.76,0.25,0.25,69.3,0.2,0.2,1.81,0.07,0.07,0.0,,,4.5,,,1.3,0.2,0.2
KELT-07,6699,24,24,y,-10.55,0.27,0.27,12.4,11.7,11.7,Tabernero_et_al._(2022),https://ui.adsabs.harvard.edu/abs/2022MNRAS.515.1247T,10.55,0.27,0.27,0,,TIC 367366318,y,RM,2.73477,4e-06,4e-06,0.0,,,0.04415,0.00062,0.00052,83.76,0.38,0.38,1.39,0.22,0.22,1.6,0.06,0.06,0.0922,0.0004,0.0004,5.5,0.17,0.17,0.593,0.017,0.017,3.5112,0.02328,0.02208,1.76,0.25,0.25,69.3,0.2,0.2,1.81,0.07,0.07,0.0,,,4.5,,,1.3,0.2,0.2
KELT-09,9329,118,118,y,-84.8,0.3,0.3,87.47,0.18,0.19,Stephen_et_al._(2022),https://ui.adsabs.harvard.edu/abs/2022ApJ...931..111S,84.8,0.3,0.3,0,NG,TIC 16740101,y,DT,1.4811235,1.1e-06,1.1e-06,0.0,,,0.03462,0.0011,0.00093,86.79,0.25,0.25,2.88,0.84,0.84,1.891,0.061,0.053,0.08228,0.00043,0.00043,3.153,0.011,0.011,0.177,0.014,0.014,3.91584,0.01152,0.01152,2.52,0.25,0.2,111.4,1.27,1.27,2.362,0.075,0.063,-0.03,0.2,0.2,4.093,0.014,0.014,0.3,,
KELT-09,9329,118,118,n,-85.01,0.23,0.23,-999.0,-999.0,-999.0,Wyttenbach_et_al._(2020),https://ui.adsabs.harvard.edu/abs/2020A%26A...638A..87W,85.01,0.23,0.23,0,NG,TIC 16740101,n,DT,1.4811235,1.1e-06,1.1e-06,0.0,,,0.03462,0.0011,0.00093,86.79,0.25,0.25,2.88,0.84,0.84,1.891,0.061,0.053,0.08228,0.00043,0.00043,3.153,0.011,0.011,0.177,0.014,0.014,3.91584,0.01152,0.01152,2.52,0.25,0.2,111.4,1.27,1.27,2.362,0.075,0.063,-0.03,0.2,0.2,4.093,0.014,0.014,0.3,,
KELT-09,9329,118,118,n,-88.0,15.0,15.0,87.0,10.0,11.0,Ahlers_et_al._(2020),https://ui.adsabs.harvard.edu/abs/2020AJ....160....4A,88.0,15.0,15.0,0,NG,TIC 16740101,n,GD,1.4811235,1.1e-06,1.1e-06,0.0,,,0.03462,0.0011,0.00093,86.79,0.25,0.25,2.88,0.84,0.84,1.891,0.061,0.053,0.08228,0.00043,0.00043,3.153,0.011,0.011,0.177,0.014,0.014,3.91584,0.01152,0.01152,2.52,0.25,0.2,111.4,1.27,1.27,2.362,0.075,0.063,-0.03,0.2,0.2,4.093,0.014,0.014,0.3,,
KELT-09,9329,118,118,n,-84.8,1.4,1.4,-999.0,-999.0,-999.0,Gaudi_et_al._(2017),https://ui.adsabs.harvard.edu/abs/2017Natur.546..514G,84.8,1.4,1.4,0,NG,TIC 16740101,n,DT,1.4811235,1.1e-06,1.1e-06,0.0,,,0.03462,0.0011,0.00093,86.79,0.25,0.25,2.88,0.84,0.84,1.891,0.061,0.053,0.08228,0.00043,0.00043,3.153,0.011,0.011,0.177,0.014,0.014,3.91584,0.01152,0.01152,2.52,0.25,0.2,111.4,1.27,1.27,2.362,0.075,0.063,-0.03,0.2,0.2,4.093,0.014,0.014,0.3,,
KELT-09,9329,118,118,n,-85.78,0.46,0.46,-999.0,-999.0,-999.0,Borsa_et_al._(2019),https://ui.adsabs.harvard.edu/abs/2019A%26A...631A..34B,85.78,0.46,0.46,0,NG,TIC 16740101,n,RM,1.4811235,1.1e-06,1.1e-06,0.0,,,0.03462,0.0011,0.00093,86.79,0.25,0.25,2.88,0.84,0.84,1.891,0.061,0.053,0.08228,0.00043,0.00043,3.153,0.011,0.011,0.177,0.014,0.014,3.91584,0.01152,0.01152,2.52,0.25,0.2,111.4,1.27,1.27,2.362,0.075,0.063,-0.03,0.2,0.2,4.093,0.014,0.014,0.3,,
KELT-10,5948,74,74,y,-5.2,3.4,3.4,-999.0,-999.0,-999.0,Steiner_et_al._(2023),https://ui.adsabs.harvard.edu/abs/2023A%26A...672A.134S,5.2,3.4,3.4,0,,TIC 269217040,y,RMR,4.1662739,6.3e-06,6.3e-06,,,,0.0525,0.00086,0.00097,88.61,0.86,0.74,0.679,0.039,0.038,1.399,0.069,0.049,0.119,0.0014,0.0012,9.34,0.21,0.32,0.23,0.11,0.14,3.744,0.0384,0.0288,1.112,0.055,0.061,2.58,0.12,0.12,1.209,0.047,0.035,0.09,0.11,0.1,4.319,0.02,0.03,4.5,0.7,0.7
KELT-11,5375,25,25,y,-77.9,2.4,2.3,-999.0,-999.0,-999.0,Mounzer_et_al._(2022),https://ui.adsabs.harvard.edu/abs/2022A%26A...668A...1M,77.9,2.3,2.4,0,,TIC 55092869,y,RRM,4.73620865,3.77e-06,3.77e-06,0.0,,,0.0623,0.00104,0.00104,85.3,0.02,0.02,0.205,0.017,0.017,1.35,0.1,0.1,0.0519,0.0026,0.0026,4.98,0.05,0.05,0.404,0.013,0.018,7.1,0.02,0.02,1.44,0.07,0.07,1.99,0.06,0.07,2.69,0.04,0.04,0.17,0.07,0.07,3.7,0.1,0.1,,,
KELT-17,7454,49,49,y,-115.9,4.1,4.1,116.0,4.0,4.0,Zhou_et_al._(2016),https://ui.adsabs.harvard.edu/abs/2016AJ....152..136Z,115.9,4.1,4.1,0,,TIC 6893917,y,RM&DT,3.0801716,5.3e-06,5.2e-06,,,,0.04881,0.00065,0.00061,84.87,0.45,0.43,1.31,0.28,0.29,1.525,0.065,0.06,0.09526,0.00088,0.00085,6.38,0.18,0.18,0.57,0.031,0.035,3.4752,0.0336,0.0312,1.635,0.066,0.061,44.2,1.5,1.3,1.645,0.06,0.055,-0.018,0.074,0.072,4.22,0.022,0.024,0.65,0.15,0.15
KELT-18,6670,120,120,y,-94.8,0.7,0.7,91.7,2.2,1.8,Rubenzahl_et_al._(2024),https://ui.adsabs.harvard.edu/abs/2024AJ....168..188R,94.8,0.7,0.7,0,NG,TIC 293687315,y,RRM,2.8717518,2.8e-06,2.8e-06,0.0,,,0.0455,0.00067,0.00069,88.86,0.79,1.2,1.18,0.11,0.11,1.57,0.042,0.036,0.08462,0.00091,0.00091,5.138,0.038,0.078,0.102,0.1,0.071,4.644,0.0264,0.024,1.524,0.069,0.068,12.3,0.3,0.3,1.908,0.042,0.035,0.09,0.13,0.13,4.0599,0.0096,0.014,1.9,0.2,0.2
KELT-19,7500,110,110,n,-179.7,3.7,3.8,-999.0,-999.0,-999.0,Siverd_et_al._(2018),https://ui.adsabs.harvard.edu/abs/2018AJ....155...35S,179.7,3.8,3.7,0,NG,TIC 425206121,n,DT,4.6117093,8.8e-06,8.8e-06,,,,0.0637,0.0031,0.0027,85.41,0.34,0.31,4.07,,,1.91,0.11,0.11,0.10713,0.00092,0.00092,7.5,0.2,0.18,0.601,0.026,0.03,4.3944,0.036,0.036,1.62,0.25,0.2,84.8,2.0,2.0,1.83,0.099,0.099,-0.12,0.51,0.51,4.127,0.029,0.029,,,
KELT-19,7500,110,110,y,-179.7,3.7,3.8,155.0,17.0,21.0,Kawai_et_al._(2024),https://ui.adsabs.harvard.edu/abs/2024MNRAS.528..270K,179.7,3.8,3.7,0,NG,TIC 425206121,y,GD,4.6117093,8.8e-06,8.8e-06,,,,0.0637,0.0031,0.0027,85.41,0.34,0.31,4.07,,,1.91,0.11,0.11,0.10713,0.00092,0.00092,7.5,0.2,0.18,0.601,0.026,0.03,4.3944,0.036,0.036,1.62,0.25,0.2,84.8,2.0,2.0,1.83,0.099,0.099,-0.12,0.51,0.51,4.127,0.029,0.029,,,
KELT-20,8652,160,160,n,3.4,2.1,2.1,-999.0,-999.0,-999.0,Lund_et_al._(2017),https://ui.adsabs.harvard.edu/abs/2017AJ....154..194L,3.4,2.1,2.1,0,,TIC 69679391,n,RM&DT,3.4741085,1.9e-06,1.9e-06,0.0,,,0.0542,0.0014,0.0021,86.12,0.28,0.27,3.382,,,1.741,0.069,0.074,0.1144,0.00062,0.00061,7.42,0.13,0.13,0.503,0.025,0.028,3.57552,0.02184,0.02112,1.76,0.14,0.19,117.4,2.9,2.9,1.565,0.057,0.064,-0.29,0.22,0.36,4.29,0.017,0.02,0.6,,
KELT-20,8652,160,160,n,0.6,4.0,4.0,-999.0,-999.0,-999.0,Talens_et_al._(2018),https://ui.adsabs.harvard.edu/abs/2018A%26A...612A..57T,0.6,4.0,4.0,0,,TIC 69679391,n,DT,3.4741085,1.9e-06,1.9e-06,0.0,,,0.0542,0.0014,0.0021,86.12,0.28,0.27,3.382,,,1.741,0.069,0.074,0.1144,0.00062,0.00061,7.42,0.13,0.13,0.503,0.025,0.028,3.57552,0.02184,0.02112,1.76,0.14,0.19,117.4,2.9,2.9,1.565,0.057,0.064,-0.29,0.22,0.36,4.29,0.017,0.02,0.6,,
KELT-20,8652,160,160,n,1.6,3.1,3.1,-999.0,-999.0,-999.0,Hoeijmakers_et_al._(2020),https://ui.adsabs.harvard.edu/abs/2020A%26A...641A.120H,1.6,3.1,3.1,0,,TIC 69679391,y,DT,3.4741085,1.9e-06,1.9e-06,0.0,,,0.0542,0.0014,0.0021,86.12,0.28,0.27,3.382,,,1.741,0.069,0.074,0.1144,0.00062,0.00061,7.42,0.13,0.13,0.503,0.025,0.028,3.57552,0.02184,0.02112,1.76,0.14,0.19,117.4,2.9,2.9,1.565,0.057,0.064,-0.29,0.22,0.36,4.29,0.017,0.02,0.6,,
KELT-20,8652,160,160,y,3.9,1.1,1.1,5.0,11.0,11.0,Singh_et_al._(2024),https://ui.adsabs.harvard.edu/abs/2024A%26A...683A...1S,3.9,1.1,1.1,0,,TIC 69679391,n,GD,3.4741085,1.9e-06,1.9e-06,0.0,,,0.0542,0.0014,0.0021,86.12,0.28,0.27,3.382,,,1.741,0.069,0.074,0.1144,0.00062,0.00061,7.42,0.13,0.13,0.503,0.025,0.028,3.57552,0.02184,0.02112,1.76,0.14,0.19,117.4,2.9,2.9,1.565,0.057,0.064,-0.29,0.22,0.36,4.29,0.017,0.02,0.6,,
KELT-21,7598,81,84,y,-5.6,1.7,1.9,-999.0,-999.0,-999.0,Johnson_et_al._(2018),https://ui.adsabs.harvard.edu/abs/2018AJ....155..100J,5.6,1.9,1.7,0,,TIC 203189770,y,DT,3.6127647,3.3e-06,3.3e-06,0.0,,,0.05224,0.00035,0.00034,86.46,0.38,0.34,3.91,,,1.586,0.039,0.04,0.09952,0.00071,0.00073,6.86,0.13,0.12,0.423,0.033,0.039,4.10544,0.02184,0.02208,1.458,0.029,0.028,146.03,0.48,0.48,1.638,0.034,0.034,-0.405,0.032,0.033,4.173,0.015,0.014,1.6,0.1,0.1
KELT-23,5899,49,49,y,180.4,4.9,4.7,-999.0,-999.0,-999.0,Giacalone_et_al._(2025),https://ui.adsabs.harvard.edu/abs/2025arXiv250702667G,179.6,4.7,4.9,0,FN,TIC 458478250,y,RM,2.255251,1.1e-05,1.2e-05,0.0,,,0.03302,0.00068,0.00064,85.37,0.31,0.3,0.938,0.048,0.044,1.323,0.025,0.025,0.1365,0.001,0.001,7.13,0.16,0.15,0.576,0.024,0.027,2.38104,0.02208,0.02208,0.944,0.06,0.054,2.42,0.5,0.5,0.996,0.015,0.015,-0.105,0.078,0.077,4.417,0.026,0.025,6.4,3.5,3.2
KELT-24,6426,91,93,y,1.4,4.9,4.7,-999.0,-999.0,-999.0,Giovinazzi_et_al._(2024),https://ui.adsabs.harvard.edu/abs/arXiv:2406.04288,1.4,4.9,4.7,0,SFNG,TIC 349827430,y,RM,5.55149296,5e-07,5.3e-07,0.0319,0.0079,0.0074,0.0665,0.0011,0.0011,89.67,0.24,0.36,4.59,0.18,0.18,1.134,0.027,0.026,0.087024,0.00012,9.3e-05,10.67,0.15,0.16,0.061,0.066,0.045,4.3032,0.0038,0.0038,1.268,0.063,0.063,19.74,0.13,0.15,1.338,0.032,0.03,0.138,0.086,0.082,4.287,0.014,0.014,1.98,0.95,0.79
KELT-24,6426,91,93,n,1.2,8.2,7.4,-999.0,-999.0,-999.0,Hjorth_et_al._(2019),https://ui.adsabs.harvard.edu/abs/2019A%26A...631A..76H,1.2,8.2,7.4,0,SFNG,TIC 349827430,n,RM&DT,5.55149296,5e-07,5.3e-07,0.0319,0.0079,0.0074,0.0665,0.0011,0.0011,89.67,0.24,0.36,4.59,0.18,0.18,1.134,0.027,0.026,0.087024,0.00012,9.3e-05,10.67,0.15,0.16,0.061,0.066,0.045,4.3032,0.0038,0.0038,1.268,0.063,0.063,19.74,0.13,0.15,1.338,0.032,0.03,0.138,0.086,0.082,4.287,0.014,0.014,1.98,0.95,0.79
KELT-24,6426,91,93,n,2.6,5.1,3.6,-999.0,-999.0,-999.0,Rodriguez_et_al._(2019),https://ui.adsabs.harvard.edu/abs/2019AJ....158..197R,2.6,5.1,3.6,0,SFNG,TIC 349827430,n,RM,5.55149296,5e-07,5.3e-07,0.0319,0.0079,0.0074,0.0665,0.0011,0.0011,89.67,0.24,0.36,4.59,0.18,0.18,1.134,0.027,0.026,0.087024,0.00012,9.3e-05,10.67,0.15,0.16,0.061,0.066,0.045,4.3032,0.0038,0.0038,1.268,0.063,0.063,19.74,0.13,0.15,1.338,0.032,0.03,0.138,0.086,0.082,4.287,0.014,0.014,1.98,0.95,0.79
Kepler-008,6213,150,150,n,-26.4,10.1,10.1,-999.0,-999.0,-999.0,Jenkins_et_al._(2010),https://ui.adsabs.harvard.edu/abs/2010ApJ...724.1108J,26.4,10.1,10.1,0,,TIC 123233041,n,RM,3.5224991,7e-07,7e-07,0.0,,,0.0474,0.0018,0.0021,83.978,0.036,0.033,0.59,0.13,0.12,1.416,0.053,0.062,0.095751,0.00019,0.00023,6.854,0.018,0.017,0.7191,0.0021,0.0023,3.19061,0.00633,0.00633,1.213,0.067,0.062,10.5,0.7,0.7,1.486,0.053,0.062,-0.055,0.03,0.03,4.174,0.026,0.026,3.47,0.6,0.5
Kepler-008,6213,150,150,y,5.0,7.0,7.0,-999.0,-999.0,-999.0,Albrecht_et_al._(2012),https://ui.adsabs.harvard.edu/abs/2012ApJ...757...18A,5.0,7.0,7.0,0,,TIC 123233041,y,RM,3.5224991,7e-07,7e-07,0.0,,,0.0474,0.0018,0.0021,83.978,0.036,0.033,0.59,0.13,0.12,1.416,0.053,0.062,0.095751,0.00019,0.00023,6.854,0.018,0.017,0.7191,0.0021,0.0023,3.19061,0.00633,0.00633,1.213,0.067,0.062,10.5,0.7,0.7,1.486,0.053,0.062,-0.055,0.03,0.03,4.174,0.026,0.026,3.47,0.6,0.5
Kepler-009b,5774,60,60,y,-13.0,16.0,16.0,-999.0,-999.0,-999.0,Wang_et_al._(2018),https://ui.adsabs.harvard.edu/abs/2018AJ....155...70W,13.0,16.0,16.0,0,,TIC 120571842,y,RM,19.23891,6e-05,6e-05,0.0609,0.001,0.0013,0.143,0.007,0.006,88.982,0.007,0.005,0.13655099,0.00503414,0.00629267,0.73958426,0.04817557,0.03836203,0.0776,0.0019,0.0015,31.3,1.1,1.5,0.59,0.06,0.05,4.243,0.13,0.06,1.022,0.029,0.039,2.74,0.4,0.4,0.958,0.02,0.02,0.05,0.07,0.07,4.49,0.02,0.03,2.0,2.0,1.3
Kepler-013,7650,250,250,n,23.0,4.0,4.0,-999.0,-999.0,-999.0,Barnes_et_al._(2011),https://ui.adsabs.harvard.edu/abs/2011ApJS..197...10B,23.0,4.0,4.0,0,NG,TIC 158324245,n,GD,1.763588,1e-06,1e-06,0.00064,0.00012,0.00016,0.03641,0.00087,0.00087,86.77,0.048,0.052,9.28,0.16,0.16,1.512,0.035,0.035,0.087373,2.3e-05,2.4e-05,4.5007,0.0039,0.004,0.2536,0.0038,0.0035,3.16877,0.0029,0.0029,1.72,0.1,0.1,65.0,10.0,10.0,1.74,0.04,0.04,0.2,0.2,0.2,4.2,0.5,0.5,1.12,0.13,0.07
Kepler-013,7650,250,250,n,58.6,2.0,2.0,-999.0,-999.0,-999.0,Johnson_et_al._(2014),https://ui.adsabs.harvard.edu/abs/2014ApJ...790...30J,58.6,2.0,2.0,0,NG,TIC 158324245,n,DT,1.763588,1e-06,1e-06,0.00064,0.00012,0.00016,0.03641,0.00087,0.00087,86.77,0.048,0.052,9.28,0.16,0.16,1.512,0.035,0.035,0.087373,2.3e-05,2.4e-05,4.5007,0.0039,0.004,0.2536,0.0038,0.0035,3.16877,0.0029,0.0029,1.72,0.1,0.1,65.0,10.0,10.0,1.74,0.04,0.04,0.2,0.2,0.2,4.2,0.5,0.5,1.12,0.13,0.07
Kepler-013,7650,250,250,n,58.6,2.0,2.0,60.0,2.0,2.0,Masuda_(2015),https://ui.adsabs.harvard.edu/abs/2015ApJ...805...28M,58.6,2.0,2.0,0,NG,TIC 158324245,n,GD,1.763588,1e-06,1e-06,0.00064,0.00012,0.00016,0.03641,0.00087,0.00087,86.77,0.048,0.052,9.28,0.16,0.16,1.512,0.035,0.035,0.087373,2.3e-05,2.4e-05,4.5007,0.0039,0.004,0.2536,0.0038,0.0035,3.16877,0.0029,0.0029,1.72,0.1,0.1,65.0,10.0,10.0,1.74,0.04,0.04,0.2,0.2,0.2,4.2,0.5,0.5,1.12,0.13,0.07
Kepler-013,7650,250,250,y,59.2,0.05,0.05,60.25,0.05,0.05,Howarth_&amp;_Morello_(2017),https://ui.adsabs.harvard.edu/abs/2017MNRAS.470..932H,59.2,0.05,0.05,0,NG,TIC 158324245,y,DT,1.763588,1e-06,1e-06,0.00064,0.00012,0.00016,0.03641,0.00087,0.00087,86.77,0.048,0.052,9.28,0.16,0.16,1.512,0.035,0.035,0.087373,2.3e-05,2.4e-05,4.5007,0.0039,0.004,0.2536,0.0038,0.0035,3.16877,0.0029,0.0029,1.72,0.1,0.1,65.0,10.0,10.0,1.74,0.04,0.04,0.2,0.2,0.2,4.2,0.5,0.5,1.12,0.13,0.07
Kepler-013,7650,250,250,n,-27.9,1.1,1.1,-999.0,-999.0,-999.0,Herman_et_al._(2018),https://ui.adsabs.harvard.edu/abs/2018AJ....155...13H,27.9,1.1,1.1,0,NG,TIC 158324245,n,GD,1.763588,1e-06,1e-06,0.00064,0.00012,0.00016,0.03641,0.00087,0.00087,86.77,0.048,0.052,9.28,0.16,0.16,1.512,0.035,0.035,0.087373,2.3e-05,2.4e-05,4.5007,0.0039,0.004,0.2536,0.0038,0.0035,3.16877,0.0029,0.0029,1.72,0.1,0.1,65.0,10.0,10.0,1.74,0.04,0.04,0.2,0.2,0.2,4.2,0.5,0.5,1.12,0.13,0.07
Kepler-017,5781,85,85,y,0.0,15.0,15.0,0.0,15.0,15.0,D&eacute;sert_et_al._(2011),https://ui.adsabs.harvard.edu/abs/2011ApJS..197...14D,0.0,15.0,15.0,0,,TIC 273874849,y,SC,1.4857108,2e-07,2e-07,0.011,,,0.02591,0.00037,0.00036,87.2,0.15,0.15,2.45,0.11,0.11,1.31,0.02,0.02,0.13031,0.00022,0.00018,5.48,0.02,0.02,0.268,0.014,0.012,2.2764,0.00168,0.00168,1.04,,,6.0,2.0,2.0,1.01034,,,0.26,0.1,0.1,4.44616,,,1.8,0.0,1.8
Kepler-025c,6270,79,79,n,-0.5,5.7,5.7,-999.0,-999.0,-999.0,Albrecht_et_al._(2013),https://ui.adsabs.harvard.edu/abs/2013ApJ...771...11A,0.5,5.7,5.7,0,NG,TIC 120960812,n,RM,12.7207,0.00011,0.0001,0.0061,0.0049,0.0041,0.1117,0.00111,0.00111,92.764,0.042,0.039,0.0479,0.0041,0.0051,0.46542957,0.00624498,0.00579891,0.03637,0.00012,0.00012,18.44,0.11,0.11,0.88,0.0,0.0,2.862,0.006,0.006,1.165,0.027,0.029,9.34,0.37,0.39,1.316,0.016,0.015,0.11,0.03,0.03,4.285,0.003,0.003,2.75,0.3,0.3
Kepler-025c,6270,79,79,n,9.4,7.1,7.1,26.9,7.0,9.2,Benomar_et_al._(2014),https://ui.adsabs.harvard.edu/abs/2014PASJ...66...94B,9.4,7.1,7.1,0,NG,TIC 120960812,n,AS,12.7207,0.00011,0.0001,0.0061,0.0049,0.0041,0.1117,0.00111,0.00111,92.764,0.042,0.039,0.0479,0.0041,0.0051,0.46542957,0.00624498,0.00579891,0.03637,0.00012,0.00012,18.44,0.11,0.11,0.88,0.0,0.0,2.862,0.006,0.006,1.165,0.027,0.029,9.34,0.37,0.39,1.316,0.016,0.015,0.11,0.03,0.03,4.285,0.003,0.003,2.75,0.3,0.3
Kepler-025c,6270,79,79,n,-999.0,-999.0,-999.0,12.6,6.7,11.0,Campante_et_al._(2016),https://ui.adsabs.harvard.edu/abs/2016ApJ...819...85C,999.0,-999.0,-999.0,0,NG,TIC 120960812,n,AS,12.7207,0.00011,0.0001,0.0061,0.0049,0.0041,0.1117,0.00111,0.00111,92.764,0.042,0.039,0.0479,0.0041,0.0051,0.46542957,0.00624498,0.00579891,0.03637,0.00012,0.00012,18.44,0.11,0.11,0.88,0.0,0.0,2.862,0.006,0.006,1.165,0.027,0.029,9.34,0.37,0.39,1.316,0.016,0.015,0.11,0.03,0.03,4.285,0.003,0.003,2.75,0.3,0.3
Kepler-025c,6270,79,79,y,-0.9,7.7,6.4,24.1,9.29,9.3,Bourrier_et_al._(2023),https://ui.adsabs.harvard.edu/abs/2023A%26A...669A..63B,0.9,6.4,7.7,0,NG,TIC 120960812,y,RMR,12.7207,0.00011,0.0001,0.0061,0.0049,0.0041,0.1117,0.00111,0.00111,92.764,0.042,0.039,0.0479,0.0041,0.0051,0.46542957,0.00624498,0.00579891,0.03637,0.00012,0.00012,18.44,0.11,0.11,0.88,0.0,0.0,2.862,0.006,0.006,1.165,0.027,0.029,9.34,0.37,0.39,1.316,0.016,0.015,0.11,0.03,0.03,4.285,0.003,0.003,2.75,0.3,0.3
Kepler-030b,5498,54,54,n,-1.0,10.0,10.0,-999.0,-999.0,-999.0,Sanchis-Ojeda_et_al._(2012)_method_2,https://ui.adsabs.harvard.edu/abs/2012Natur.487..449S,1.0,10.0,10.0,0,,TIC 399794329,n,SC,29.33434,0.00815,0.00815,0.042,0.003,0.003,0.18,,,90.179,0.167,0.167,0.036,0.004,0.004,0.348,0.018,0.018,0.0351,0.0005,0.0005,37.7,1.8,1.8,0.38,0.12,0.2,4.8,0.096,0.096,0.99,0.08,0.08,1.94,0.22,0.22,0.95,0.12,0.12,0.18,0.27,0.27,4.77,0.23,0.23,2.0,0.8,0.8
Kepler-030b,5498,54,54,y,4.0,10.0,10.0,-999.0,-999.0,-999.0,Sanchis-Ojeda_et_al._(2012)_method_1,https://ui.adsabs.harvard.edu/abs/2012Natur.487..449S,4.0,10.0,10.0,0,,TIC 399794329,y,SC,29.33434,0.00815,0.00815,0.042,0.003,0.003,0.18,,,90.179,0.167,0.167,0.036,0.004,0.004,0.348,0.018,0.018,0.0351,0.0005,0.0005,37.7,1.8,1.8,0.38,0.12,0.2,4.8,0.096,0.096,0.99,0.08,0.08,1.94,0.22,0.22,0.95,0.12,0.12,0.18,0.27,0.27,4.77,0.23,0.23,2.0,0.8,0.8
Kepler-063,5576,50,50,y,-110.0,22.0,14.0,104.0,9.0,14.0,Sanchis-Ojeda_et_al._(2013),https://ui.adsabs.harvard.edu/abs/2013ApJ...775...54S,110.0,14.0,22.0,0,,TIC 299158887,y,RM,9.4341505,1e-06,1e-06,0.45,,,0.08,0.002,0.002,87.806,0.018,0.019,0.378,,,0.545,0.018,0.018,0.0622,0.001,0.001,19.12,0.08,0.08,0.732,0.003,0.003,2.903,0.003,0.003,0.984,0.035,0.04,5.6,0.8,0.8,0.901,0.027,0.022,0.05,0.08,0.08,4.52,0.02,0.02,0.21,0.045,0.045
